Datum,Naziv,Prejemnik,Darovalec,Tip darila,Način izročitve,Vrednost,Način določitve vrednosti,Razlog za izročitev,gift_owner,date_str,recipient_org,recipient,donor,gift_type,delivery_type,Description,value_determination_method,occasion,Date,donor_geo,Countries_donors,Year,Month,Year_Month,Countries_donors_2
2015-02-09,MESTNA OBČINA LJUBLJANA,funkcionar,ŽUPAN CARIGRADA IN PREDSEDNIK UCLG,priložnostno,neposredno,40,OSEBNA NESTROKOVNA OCENA,OBISK ŽUPANA,local community,2015-02-09,municipality ljubljana,functionary,mayor constantrio president uclg,occasional,directly,"book istanbul ""within language brushes""",personal non-professional assessment,visit mayor,2015-02-09,[],[],2015,2,2015-02,[]
2015-02-12,BANKA SLOVENIJE,funkcionar,"Veleposlaništvo ZDA, Joseph A. Mussomeli,",priložnostno,neposredno,40,nestrokovna osebna ocena,se,organization official holds position,2015-02-12,bank slovenia,functionary,"us embassy, ​​joseph a. mussomeli,",occasional,directly,bottle marker's mark whiskey (1l),non-professional personal assessment,,2015-02-12,[],[],2015,2,2015-02,[]
2015-02-12,BANKA SLOVENIJE,funkcionar,"Irish Embassy, Ambassador Kieran Dowling",priložnostno,neposredno,40,Internet,sestanek,official,2015-02-12,bank slovenia,functionary,"irish embassy, ​​ambassador kieran dowling",occasional,directly,whiskey jameson triple dist. (1l),internet,meeting,2015-02-12,[],[],2015,2,2015-02,[]
2015-02-17,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"JOSE MANUEL GARCIA, MINISTER ZA ZUNANJE ZADEVE ŠPANIJE",protokolarno,posredno,40,OSEBNA NESTROKOVNA OCENA,Predaja poverilnega pisma veleposlanika Brazilije predsedniku Republike Slovenije,country,2015-02-17,office president republic slovenia,functionary,"jose manuel garcia, minister foreign affairs spain",protocol,indirectly,4 mast house wooden stand,personal non-professional assessment,presentation letter credence ambassador brazil president republic slovenia,2015-02-17,[],[],2015,2,2015-02,[]
2015-02-17,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"SAŠO VLAN, RAVNATELJ OŠ VIČ",priložnostno,neposredno,40,preverjanje cene na trgu,poslovno darilo,organization official holds position,2015-02-17,office president republic slovenia,functionary,"sašo vlan, principal private vocational school",occasional,directly,plaque,checking market price,buisnes gift,2015-02-17,[],[],2015,2,2015-02,[]
2015-02-17,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,HOTEL HILTON V PRAGI,priložnostno,posredno,40,"obrazec eu, pošta, carina",prejeto po pošti,organization official holds position,2015-02-17,office president republic slovenia,functionary,hilton hotel prague,occasional,indirectly,glass container,"eu form, post, customs",received mail,2015-02-17,[],[],2015,2,2015-02,[]
2015-03-03,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,ELA PORIČ,protokolarno,neposredno,40,osebna nestrokovna ocena,sprejem,country,2015-03-03,office president republic slovenia,functionary,ela porič,protocol,directly,marble table white flower symbolizing victims srebrenica,personal non-professional assessment,reception,2015-03-03,[],[],2015,3,2015-03,[]
2015-03-05,Kemijski inštitut,državni organ/lokalna skupnost/nosilec javnih pooblastil,tehnološki park ljubljana,priložnostno,neposredno,40,OSEBNA NESTROKOVNA OCENA,SPREJEM,country,2015-03-05,institute chemistry,state body/local community/holder public authority,technological park ljubljana,occasional,directly,hiking poles,personal non-professional assessment,accept,2015-03-05,[],[],2015,3,2015-03,[]
2015-03-06,MESTNA OBČINA MARIBOR,funkcionar,"nj. eksc. zhang xianyi, veleposlanik ljudske republike kitajske",protokolarno,neposredno,40,OSEBNA NESTROKOVNA OCENA,SPREJEM,country,2015-03-06,municipality maribor,functionary,"exc. zhang xianyi, ambassador people's republic china",protocol,directly,"book: discovering china, art, culture, landscape",personal non-professional assessment,accept,2015-03-06,['china'],['china'],2015,3,2015-03,['china']
2015-03-10,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"predsednik Parlamenta Južne Koreje, Nj.Eksc. Chung, Ui Hwa",protokolarno,neposredno,40,nestrokovna ocena,udeležba pv rs na prazniku občine žužemberk,country,2015-03-10,ministry foreign affairs,functionary,"president parliament south korea, excellency chung, ui hwa",protocol,directly,set 4 (four) wooden bases motifs made mother-of-pearl,non-professional assessment,participation pv rs holiday municipality žužemberk,2015-03-10,"['south korea', 'hwa']","['south korea', 'hwa']",2015,3,2015-03,"['south korea', 'hwa']"
2015-03-11,DRŽAVNI SVET REPUBLIKE SLOVENIJE,funkcionar,"ogtaj asadov, predsednik azerbajdžanskega parlamenta",protokolarno,neposredno,40,cena na knjigi,sestanek,organization official holds position,2015-03-11,state council republic slovenia,functionary,"ogtay asadov, speaker parliament azerbaijan",protocol,directly,tea glasses,price per book,meeting,2015-03-11,['azerbaijan'],['azerbaijan'],2015,3,2015-03,['azerbaijan']
2015-03-12,SODNI SVET REPUBLIKE SLOVENIJE,funkcionar,Consiglio Superiore della Magistratura (CSM Italia),priložnostno,neposredno,40,osebna nestrokovna ocena,poslano po pošti od kitajskega avtorja,country,2015-03-12,judicial council republic slovenia,functionary,consiglio superiore della magistratura (csm italia),occasional,directly,book: palazzo dei marescialli,personal non-professional assessment,mailed chinese author,2015-03-12,[],[],2015,3,2015-03,[]
2015-03-24,MESTNA OBČINA LJUBLJANA,funkcionar,"virgino merola, župan bologne",protokolarno,neposredno,40,OSEBNA NESTROKOVNA OCENA,URADNI OBISK MZZ BELORUSIJE V RS,organization official holds position,2015-03-24,municipality ljubljana,functionary,"virgino merola, mayor bologna",protocol,directly,book un paesaggio...bologna,personal non-professional assessment,official visit mfa belarus rs,2015-03-24,[],[],2015,3,2015-03,[]
2015-03-24,MESTNA OBČINA NOVA GORICA,državni organ/lokalna skupnost/nosilec javnih pooblastil,Veleposlaništvo Republike Indije v RS,protokolarno,neposredno,40,osebna nestrokovna ocena,sprejem pri predsedniku rs,country,2015-03-24,municipality nova gorica,state body/local community/holder public authority,embassy republic india republic slovenia,protocol,directly,book india idea,personal non-professional assessment,reception president rs,2015-03-24,['embassy republic india republic'],['embassy republic india republic'],2015,3,2015-03,['embassy republic india republic']
2015-03-24,MESTNA OBČINA NOVA GORICA,državni organ/lokalna skupnost/nosilec javnih pooblastil,Veleposlaništvo Ljudske republike Kitajske v RS,protokolarno,neposredno,40,osebna ocena,darilo otrok županu v koloniji,official,2015-03-24,municipality nova gorica,state body/local community/holder public authority,embassy people's republic china republic slovenia,protocol,directly,book discovering china,personal assessment,gift children mayor colony,2015-03-24,['china republic'],['china republic'],2015,3,2015-03,['china republic']
2015-03-25,DRŽAVNI SVET REPUBLIKE SLOVENIJE,funkcionar,colette melot,protokolarno,neposredno,40,osebna nestrokovna ocena,Spominska slovesnost ob 101. obletnici Ruske kapelice,country,2015-03-25,state council republic slovenia,functionary,colette melot,protocol,directly,casket commemorative medal (senate relief),personal non-professional assessment,memorial ceremony 101st anniversary russian chapel,2015-03-25,[],[],2015,3,2015-03,[]
2015-03-25,MINISTRSTVO ZA ZDRAVJE,državni organ/lokalna skupnost/nosilec javnih pooblastil,"dr. medhat taha, svetovalec za zdravje v uradu prabbasa",protokolarno,neposredno,40,nestrokovna ocena,sestanek s predsednikom vlade,country,2015-03-25,ministry health,state body/local community/holder public authority,"dr. medhat taha, health advisor prabbas office",protocol,directly,smaller picture,non-professional assessment,meeting prime minister,2015-03-25,[],[],2015,3,2015-03,[]
2015-03-26,DVOJEZIČNA OSNOVNA ŠOLA I LENDAVA I. SZ. LENDVAI KETNYELVU ALTALANOS ISKOLA,državni organ/lokalna skupnost/nosilec javnih pooblastil,"DRUŠTVO KLJUČ- CENTER ZA BOJ PROTI TRGOVINI Z LJUDMI, LJUBLJANA",priložnostno,posredno,40,OSEBNA NESTROKOVNA OCENA,OB OBISKU V LJUTOMERU,local community,2015-03-26,bilingual primary school lendava i. sz. lendvai ketnyelvu altalanos school,state body/local community/holder public authority,"society key - center fight human trafficking, ljubljana",occasional,indirectly,books,personal non-professional assessment,visiting ljutomer,2015-03-26,[],[],2015,3,2015-03,[]
2015-03-26,MESTNA OBČINA MURSKA SOBOTA,funkcionar,župan občine moravske toplice,priložnostno,neposredno,40,OSEBNA NESTROKOVNA OCENA,OB OBISKU V LJUTOMERU,local community,2015-03-26,municipality mursk sabota,functionary,mayor municipality moravske toplice,occasional,directly,monograph municipality moravske toplice,personal non-professional assessment,visiting ljutomer,2015-03-26,[],[],2015,3,2015-03,[]
2015-03-27,MESTNA OBČINA LJUBLJANA,funkcionar,župan rima,protokolarno,neposredno,40,osebna nestrokovna ocena,sprejem,country,2015-03-27,municipality ljubljana,functionary,mayor rome,protocol,directly,book,personal non-professional assessment,reception,2015-03-27,['rome'],['rome'],2015,3,2015-03,['rome']
2015-03-27,MESTNA OBČINA LJUBLJANA,funkcionar,MEDNARODNA ZVEZA ATLETSKIH FEDERACIJ,protokolarno,neposredno,40,OSEBNA NESTROKOVNA OCENA,OBISK ČLANOV SENATA ZDA V RS,organization official holds position,2015-03-27,municipality ljubljana,functionary,international union athletic federations,protocol,directly,desk clock,personal non-professional assessment,visit members us senate rs,2015-03-27,[],[],2015,3,2015-03,[]
2015-03-27,MESTNA OBČINA LJUBLJANA,funkcionar,novi veleposlanik i.r. iran v rs,protokolarno,neposredno,40,osebna nestrokovna ocena,dan odprtih vrat Predsedniške palače ob državnem prazniku združitve prekmurskih Slovencev z matičnim uradom,country,2015-03-27,municipality ljubljana,functionary,new ambassador i.r. iran rs,protocol,directly,book,personal non-professional assessment,open day presidential palace national holiday unification slovenes prekmurje registry office,2015-03-27,"['i.r', 'iran']","['i.r', 'iran']",2015,3,2015-03,"['i.r', 'iran']"
2015-03-27,MESTNA OBČINA LJUBLJANA,funkcionar,podžupan prage,protokolarno,neposredno,40,OSEBNA NESTROKOVNA OCENA,SPREJEM V MESTNI HIŠI,organization official holds position,2015-03-27,municipality ljubljana,functionary,deputy mayor prague,protocol,directly,porcelain bowl,personal non-professional assessment,reception city hall,2015-03-27,[],[],2015,3,2015-03,[]
2015-03-27,MESTNA OBČINA LJUBLJANA,funkcionar,župan budimpešte,protokolarno,neposredno,40,cena preverjena na trgu,srečanje s predsednikom vlade,country,2015-03-27,municipality ljubljana,functionary,mayor budapest,protocol,directly,ceramic plate,price checked market,meeting prime minister,2015-03-27,[],[],2015,3,2015-03,[]
2015-03-27,MESTNA OBČINA LJUBLJANA,funkcionar,vodja administracije moskovske hiše rojakov,protokolarno,neposredno,40,lastna presoja,darilo ob obisku,organization official holds position,2015-03-27,municipality ljubljana,functionary,head administration moscow house compatriots,protocol,directly,book,judgment,gift upon visit,2015-03-27,['moscow'],['moscow'],2015,3,2015-03,['moscow']
2015-03-27,MESTNA OBČINA LJUBLJANA,funkcionar,podžupanja sofije,protokolarno,neposredno,40,OSEBNA NESTROKOVNA OCENA,SREČANJE ŽUPANA Z DELEGACIJO MESTA ŽALEC,organization official holds position,2015-03-27,municipality ljubljana,functionary,deputy mayor sofia,protocol,directly,book,personal non-professional assessment,meeting mayor delegation city žalec,2015-03-27,[],[],2015,3,2015-03,[]
2015-03-27,MESTNA OBČINA LJUBLJANA,funkcionar,župan bologne,protokolarno,neposredno,40,na podlagi podatka darovalca,"udeležba župana na 60. festivalu dočesna, praznik mesta žatec",local community,2015-03-27,municipality ljubljana,functionary,mayor bologna,protocol,directly,book,based donor's information,"participation mayor 60th festival docesna, town festival žatec",2015-03-27,[],[],2015,3,2015-03,[]
2015-03-27,MESTNA OBČINA LJUBLJANA,funkcionar,podžupanja olomouca,protokolarno,neposredno,40,/,nakup didaktičnih sredstev za skupino otrok v vrtcu,organization official holds position,2015-03-27,municipality ljubljana,functionary,deputy mayor olomouc,protocol,directly,book,,purchase teaching aids group children kindergarten,2015-03-27,[],[],2015,3,2015-03,[]
2015-03-28,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Minister za zunanje zadeve Peruja, Nj. Eksc. g. Gonzalo Gutiérrez Reinel",protokolarno,neposredno,40,osebna nestrokovna ocena,Udeležba predsednika RS na prireditvi ob praznovanju 70-letnice Prostovoljnega gasilskega društva Lokrovec-Dobrova in praznika Krajevne skupnosti Ostrožno,country,2015-03-28,ministry foreign affairs,functionary,"minister foreign affairs peru, h.e. exc. mr. gonzalo gutiérrez reinel",protocol,directly,wooden casket silver cover coat arms peru,personal non-professional assessment,participation president republic slovenia event celebrating 70th anniversary lokrovec-dobrova volunteer fire brigade holiday ostrožno local community,2015-03-28,[],[],2015,3,2015-03,[]
2015-03-30,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,veleposlanik belgije paul jannsen,protokolarno,neposredno,40,NESTROKOVNA OCENA,SREČANJE S PREDSEDNIKOM VLADE,country,2015-03-30,state assembly republic slovenia,functionary,ambassador belgium paul jannsen,protocol,directly,book - brussels,non-professional assessment,meeting president government,2015-03-30,['belgium'],['belgium'],2015,3,2015-03,['belgium']
2015-03-31,OBČINA IZOLA,državni organ/lokalna skupnost/nosilec javnih pooblastil,"pihalni orkester bernbach, avstrija",priložnostno,neposredno,40,nestrokovna ocena,srečanje s predsednikom vlade,country,2015-03-31,municipality izola,state body/local community/holder public authority,"bernbach brass band, austria",occasional,directly,"picture hundertwasser 442, 1987 joramharel, vienna no. 473/3000",non-professional assessment,meeting prime minister,2015-03-31,['austria'],['austria'],2015,3,2015-03,['austria']
2015-03-31,URAD VLADE REPUBLIKE SLOVENIJE ZA SLOVENCE V ZAMEJSTVU IN PO SVETU,funkcionar,"župan mesta novi sad, g. miloš vučević, mestna hiša, trg svobode, novi sad",protokolarno,neposredno,40,OSEBNA NESTROKOVNA OCENA,URADNI OBISK MINISTRICE ZA OBRAMBO REPUBLIKE MAKEDONIJE V REPUBLIKI SLOVENIJI,official,2015-03-31,office government republic slovenia slovenians zamejstv around world,functionary,"mayor novi sad, mr. miloš vucevic, city hall, freedom square, novi sad",protocol,directly,wall clock brick (bell tower-new fruit),personal non-professional assessment,official visit minister defense republic macedonia republic slovenia,2015-03-31,[],[],2015,3,2015-03,[]
2015-04-01,OBČINA SEMIČ,funkcionar,JP komunala črnomelj,priložnostno,neposredno,40,osebna nestrokovna ocena,darilo ob zaključku razstave,local community,2015-04-01,semič municipality,functionary,jp utility črnomelj,occasional,directly,"semi foam, scale, towel",personal non-professional assessment,gift end exhibition,2015-04-01,[],[],2015,4,2015-04,[]
2015-04-02,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,deželni glavar štajerske franz voves,protokolarno,neposredno,40,napisano na knjigi,za knjižnico,organization official holds position,2015-04-02,ministry foreign affairs,functionary,provincial head styria franz voves,protocol,directly,steiermark book,written book,library,2015-04-02,[],[],2015,4,2015-04,[]
2015-04-02,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,NJEGOVA EKSC. TIBOR NAVRACSICS,priložnostno,neposredno,40,osebna nestrokovna ocena,bilateralno srečanje ob robu BSf,organization official holds position,2015-04-02,ministry foreign affairs,functionary,exc. tibor navracsics,occasional,directly,ceramic vase book,personal non-professional assessment,bilateral meeting sidelines bsf,2015-04-02,[],[],2015,4,2015-04,[]
2015-04-03,MINISTRSTVO ZA JAVNO UPRAVO,funkcionar,SKUPNA OBČINSKA UPRAVA OBČIN V SPODNJEM PODRAVJU,protokolarno,neposredno,40,osebna nestrokovna ocena,Delovni zajtrk ob robu BS,country,2015-04-03,ministry public administration,functionary,joint municipal administration municipalities lower podrav region,protocol,directly,book ptuj,personal non-professional assessment,working breakfast edge bs,2015-04-03,[],[],2015,4,2015-04,[]
