Datum,Naziv,Prejemnik,Darovalec,Tip darila,Način izročitve,Opis,Vrednost,Način določitve vrednosti,Razlog za izročitev,Lastnik darila
2015-03-23,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRANJ,državni organ/lokalna skupnost/nosilec javnih pooblastil,"ALOJZ ŠTIRN, BRITOF 255, KRANJ",priložnostno,neposredno,SLIKA: FIESA POPOLNAN,10,OSEBNA NESTROKOVNA OCENA,SREČANJE S PREDSEDNIKOM OB UDELEŽBI NA POGREBNIH SLOVESNOSTIH V TOKIU,Subjekta javnega sektorja (delodajalca)
2015-03-23,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRANJ,državni organ/lokalna skupnost/nosilec javnih pooblastil,"ALOJZ ŠTIRN, BRITOR 255, KRANJ",priložnostno,neposredno,SLIKA: JESEN NA BRDU,10,LAIČNA OCENA,NAGRADA ZA ZMAGO NA NATEČAJU ZA NAJBOLJŠO IZBOLJŠAVO V JAVNI UPRAVI PREMIK NAPREJ 2022,Subjekta javnega sektorja (delodajalca)
2015-03-23,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRANJ,državni organ/lokalna skupnost/nosilec javnih pooblastil,"ALOJZ ŠTIRN, BRITOF 255, KRANJ",priložnostno,neposredno,SLIKA: SEČOVELJSKE SOLINE,10,osebna nestrokovna ocena,predaja akreditivia,Subjekta javnega sektorja (delodajalca)
2015-03-23,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRANJ,državni organ/lokalna skupnost/nosilec javnih pooblastil,"ALOJZ ŠTIRN, BRITOF 255, KRANJ",priložnostno,neposredno,SLIKA: OSAMELEC,10,osebna ocena,sestanek,Subjekta javnega sektorja (delodajalca)
2015-03-23,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRANJ,državni organ/lokalna skupnost/nosilec javnih pooblastil,"ALOJZ ŠTIRN, BRITOF 255, KRANJ",priložnostno,neposredno,SLIKA: PINESTA - NOVIGRAD,10,nestrokovna ocena - preverjeno na spletu,"The World Conference on Constitutional Justice (WCCJ), 5th Congress, Bali",Subjekta javnega sektorja (delodajalca)
2015-03-23,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRANJ,državni organ/lokalna skupnost/nosilec javnih pooblastil,"ALOJZ ŠTIRN, BRITOF 255, KRANJ",priložnostno,neposredno,SLIKA: JESENSKI ODSEV V VODI,10,nestrokovna ocena,udeležba na neformalnem zasedanju Evropskega sveta v okviru češkega predsedovanja svetu EU,Subjekta javnega sektorja (delodajalca)
2015-03-23,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRANJ,državni organ/lokalna skupnost/nosilec javnih pooblastil,"ALOJZ ŠTIRN, BRITOF 255, KRANJ",priložnostno,neposredno,SLIKA: PINESTA - N.GRAD,10,osebna nestrokovna ocena,Obisk ministra pri županu trsta,Subjekta javnega sektorja (delodajalca)
2015-03-23,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRANJ,državni organ/lokalna skupnost/nosilec javnih pooblastil,"ALOJZ ŠTIRN, BRITOF 255, KRANJ",priložnostno,neposredno,"SLIKA: PLANNA DOVŠKA ROŽCA, 1652 KARAVANKE",10,primerjava vrednosti na spletni strani,vljudnostni obisk,Subjekta javnega sektorja (delodajalca)
2015-03-23,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRANJ,državni organ/lokalna skupnost/nosilec javnih pooblastil,"ALOJZ ŠTIRN, BRITOF 255, KRANJ",priložnostno,neposredno,"SLIKA: NA POKLJUKI, JESENSKI VIHARNIK",10,na podlagi podatka darovalca,udeležba pr rs na dobrodelni prireditvi primoža rogliča,Subjekta javnega sektorja (delodajalca)
2015-03-23,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRANJ,državni organ/lokalna skupnost/nosilec javnih pooblastil,"ALOJZ ŠTIRN, BRITOF 255, KRANJ",priložnostno,neposredno,"SLIKA: MOTIV IZ VRŠIČA, PRI ERJAVČEVI KOČI",10,LAIČNA OCENA - S PRIMERJAVO CEN NOGOMETNIH ŽOG V SPLETNIH PRODAJALNAH,NA PODLAGI VABILA JE MINISTER OPRAVIL DELOVNI OBISK NA MADŽARSKEM. oB TEJ PRILOŽNOSTI JE OPRAVIL BILATERALNO SREČANJE IN POGOVOR TER OB TEJ PRILOŽNOSTI S STRANI MINISTRSKEGA KOLEGA PREJEL OMENJENO DARILO.,Subjekta javnega sektorja (delodajalca)
2015-03-23,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRANJ,državni organ/lokalna skupnost/nosilec javnih pooblastil,"ALOJZ ŠTIRN, BRITOF 255, KRANJ",priložnostno,neposredno,SLIKA: KVARNERSKA OBALA,10,osebna nestrokovna ocena,zasluge pri promociji in poglabljanju dvostranskih odnosov med italijo in slovenijo,Subjekta javnega sektorja (delodajalca)
2015-03-23,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRANJ,državni organ/lokalna skupnost/nosilec javnih pooblastil,"ALOJZ ŠTIRN, BRITOF 255, KRANJ",priložnostno,neposredno,SLIKA: pelegrin umag,10,osebna nestrokovna ocena,zasluge pri promociji in poglabljanju dvostranskih odnosov med italijo in slovenijo,Prejemnika
2015-03-23,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRANJ,državni organ/lokalna skupnost/nosilec javnih pooblastil,"ALOJZ ŠTIRN, BRITOF 255, KRANJ",priložnostno,neposredno,SLIKA: POPOLDANSKI VRH TRIGLAVA,10,laična ocena,/,Subjekta javnega sektorja (delodajalca)
2015-03-23,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRANJ,državni organ/lokalna skupnost/nosilec javnih pooblastil,"ALOJZ ŠTIRN, BRITOF 255, KRANJ",priložnostno,neposredno,SLIKA: SAVUDRIJA,10,osebna nestrokovna ocena,uradni obisk pr rs v zrn,Prejemnika
2015-03-23,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRANJ,državni organ/lokalna skupnost/nosilec javnih pooblastil,"ALOJZ ŠTIRN, BRITOF 255, KRANJ",priložnostno,neposredno,SLIKA: BAJAR BARJE ŠIJEC NA POKLJUKI,10,laična ocena,svečana otvoritev obnovljene oš v črneči vasi in podpis listine o pobratenju med občinama,Subjekta javnega sektorja (delodajalca)
2015-03-23,REPUBLIKA SLOVENIJA UPRAVNA ENOTA KRANJ,državni organ/lokalna skupnost/nosilec javnih pooblastil,"ALOJZ ŠTIRN, BRITOF 255, KRANJ",priložnostno,neposredno,SLIKA: VEČER OB MORJU,10,laična ocena,SVEČANA OTVORITEV OBNOVLJENE OŠ V ČRNEČI VASI IN PODPIS LISTINE O POBRATENJU MED OBČINAMA,Subjekta javnega sektorja (delodajalca)
2015-02-03,OBČINA BENEDIKT,funkcionar,inox center d. o. o. nova gorica,priložnostno,neposredno,buteljka,8,osebna nestrokovna ocena,SPREJEM ZA DIPLOMATSKI ZBOR,Subjekta javnega sektorja (delodajalca)
2015-03-23,MINISTRSTVO ZA FINANCE,funkcionar,"gunther horzetzky, state secretary, ministry of economic affairs,energy and industry, state of north rhine westphalia",protokolarno,neposredno,"cd box, die 9 sinfonien",8,OSEBNA NESTROKOVNA OCENA,Bilateralno srečanje ob robu gospodarskega foruma EU - Srednja Azija V BIŠKEKU,Subjekta javnega sektorja (delodajalca)
2015-12-17,"Zavod za šport, turizem, kulturo in mladino Medvode",državni organ/lokalna skupnost/nosilec javnih pooblastil,NAJEMNIK ŠPORTNE DVORANE,priložnostno,neposredno,BONBONIERA,8,OSEBNA NESTROKOVNA OCENA,Politične konzultacije ob robu seminarja Ruskega sveta za mednarodne zadeve RIAC V MOSKVI,Subjekta javnega sektorja (delodajalca)
2016-11-28,MINISTRSTVO ZA OKOLJE IN PROSTOR,funkcionar,predstavnik gruzije,priložnostno,neposredno,manjša slika na usnju,8,na podlagi internetnih ponudnikov risanja portretov,priložnostno ob obisku,Subjekta javnega sektorja (delodajalca)
2019-02-04,DVOJEZIČNA OSNOVNA ŠOLA I LENDAVA I. SZ. LENDVAI KETNYELVU ALTALANOS ISKOLA,državni organ/lokalna skupnost/nosilec javnih pooblastil,"SKLAD ZA PODPORO KNJIŽNIC R MADŽARSKE, BUDIMPEŠTA, MADŽARSKA",priložnostno,posredno,KNJIGE,8,SPLETNA STRAN,OTVORITEV DNEVNO VARSTVENI CENTER,Subjekta javnega sektorja (delodajalca)
2015-12-22,OBČINA BENEDIKT,funkcionar,inox center d. o. o. nova gorica,priložnostno,neposredno,dežnik,8,Primerjava vrednosti na spletni strani,obisk ministra,Subjekta javnega sektorja (delodajalca)
2015-12-23,OBČINA BENEDIKT,funkcionar,pomgrad d. d. murska sobota,priložnostno,neposredno,buteljka,8,POSEBNA NESTROKOVNA OCENA,OBISK AMBASADORJA NA SPIRITU,Subjekta javnega sektorja (delodajalca)
2015-02-03,OBČINA BENEDIKT,funkcionar,mariborski vodovod maribor,priložnostno,neposredno,buteljka,8,OSEBNA NESTROKOVNA OCENA,DARILO VELEPOSLANICE TURČIJE OB ZAKLJUČKU MANDATA V SLOVENIJI,Subjekta javnega sektorja (delodajalca)
2018-12-31,OBČINA BENEDIKT,funkcionar,GRADBENIŠTVO BERNJAK,priložnostno,neposredno,BONBONIERA MON CHERI,7,PRIMERJAVA VREDNOSTI NA SPLETNI STRANI,DELOVNI OBISK MINISTRA,Subjekta javnega sektorja (delodajalca)
2019-02-04,DVOJEZIČNA OSNOVNA ŠOLA I LENDAVA I. SZ. LENDVAI KETNYELVU ALTALANOS ISKOLA,državni organ/lokalna skupnost/nosilec javnih pooblastil,"SKLAD ZA PODPORO KNJIŽNIC R MADŽARSKE (SPMK RM), BUDIMPEŠTA, MADŽARSKA",priložnostno,posredno,KNJIGE,7,PRIMERJAVA VREDNOSTI NA SPLETNI STRANI,SLUŽBENI OBISK,Subjekta javnega sektorja (delodajalca)
2019-12-16,DVOJEZIČNA OSNOVNA ŠOLA I LENDAVA I. SZ. LENDVAI KETNYELVU ALTALANOS ISKOLA,državni organ/lokalna skupnost/nosilec javnih pooblastil,"OBČINA MAGYARSZERDAHELY, MADŽARSKA",priložnostno,posredno,KNJIŽICE IN DELOVNI ZVEZKI,7,osebna nestrokovna ocena,poslovilno srečanje z veleposlanico,Subjekta javnega sektorja (delodajalca)
2016-12-20,OBČINA BENEDIKT,funkcionar,ZAVAROVALNICA PRIORI,priložnostno,neposredno,BUTELJKA,7,PREVERJENA CENA NA TRGU,NOVOLETNO DARILO,lokalna skupnost
2016-12-27,OBČINA BENEDIKT,funkcionar,NIGRAD D. D. MARIBOR,priložnostno,neposredno,BUTELJKA,7,nestrokovna ocena,obisk uporabnikov Dnevnega centra štacjon pri PV RS,država
2015-02-03,OBČINA BENEDIKT,funkcionar,nigrad d. d. maribor,priložnostno,neposredno,buteljka,7,tržna vrednost,novoletni prazniki,funkcionar
2015-02-27,OBČINA MIKLAVŽ NA DRAVSKEM POLJU,funkcionar,PGD MIKLAVŽ,priložnostno,neposredno,"STEKLENICA VINA, KOLEDAR",7,internetno preverjanje,priložnostno,funkcionar
2017-12-18,OBČINA BENEDIKT,funkcionar,saubermacher d. o. o. murska sobota,priložnostno,neposredno,butljka,6,PREVERJENA CENA NA TRGU,NOVOLETNO DARILO,lokalna skupnost
2018-12-17,OBČINA BENEDIKT,funkcionar,SAUBERMACHER D. O. O.,priložnostno,neposredno,BUTELJKA,6,OSEBNA NESTROKOVNA OCENA,OBISK OB ZAKLJUČKU LETA,funkcionar
2019-12-27,OBČINA BENEDIKT,funkcionar,ALMAJA D. O. O.,priložnostno,neposredno,STEKLENICA ZA VODO,6,nestrokovna ocena,darilo predsedniku vlade rs,država
2015-02-03,OBČINA BENEDIKT,funkcionar,CESTNO PODJETJE MURSKA SOBOTA,priložnostno,neposredno,BUTELJKA,6,preverjena cena na internetu,skupna seja vlad republike slovenije in republike srbije,funkcionar
2018-12-27,OBČINA BENEDIKT,funkcionar,KOMUNALA SLOVENSKE GORICE,priložnostno,neposredno,PENINA,6,osebna nestrokovna ocena,sprejem v državnem svetu,"organizacija, v kateri funkcionar opravlja funkcijo"
2019-12-18,OBČINA BENEDIKT,funkcionar,INOX CENTER D. O. O.,priložnostno,neposredno,BUTELJKA,6,OSEBNA NESTROKOVNA OCENA,"udeležba ministra na 100. obletnici ustanovitve Češkoslovaške republike v Pragi, 27.10.2018",država
2014-02-21,MINISTRSTVO ZA FINANCE,funkcionar,MZZ LR kitajske,priložnostno,posredno,koledar na roloju s posebnimi poslikavami za 2014,5,osebna nestrokovna ocena,SLOVESNOST OB 70. LETNICI ZAVODA HRASTOVEC,država
2014-03-26,OBČINA SELNICA OB DRAVI,funkcionar,"gasilska zveza ruše, kidričeva ulica 3, 2342 ruše",priložnostno,neposredno,dežnik,5,cena preverjena na trgu,obisk gospoda borisa pahorja pri PV RS,država
2015-01-05,"Eko sklad, Slovenski okoljski javni sklad",državni organ/lokalna skupnost/nosilec javnih pooblastil,neznan,priložnostno,posredno,bankovec za 5 eur,5,OSEBNA NESTROKOVNA OCENA,VLJUDNOSTNO PREDSTAVITVENI OBISK,država
2015-01-30,VRHOVNO DRŽAVNO TOŽILSTVO REPUBLIKE SLOVENIJE,funkcionar,vrhovno državno tožilstvo republike azerbajdžan,protokolarno,neposredno,CD z nacionalno glasbo,5,lastna ocena,udeležba na konferenci,"organizacija, v kateri funkcionar opravlja funkcijo"
2015-03-23,MINISTRSTVO ZA FINANCE,funkcionar,italijansko predsedstvo eu,protokolarno,neposredno,srebrn kovanec,5,strokovna ocena,"uradni obisk ministra dr. Cerarja v Republiki Bolgariji, 25.10.2018",država
2015-03-27,MESTNA OBČINA LJUBLJANA,funkcionar,MINISTRSTVO ZA OBRAMBO,protokolarno,neposredno,NAMIZNA ZNAČKA,5,OSEBNA NESTROKOVNA OCENA,"uradni obisk ministra dr. Cerarja v Republiki Bolgariji, 25.10.2018",država
2016-05-10,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,zavod 404,priložnostno,neposredno,natisnjena vaza iz umetne mase,5,cena preverjena na spletu in nestrokovna ocena,obisk PV RS na ustavnem sodišču,država
2017-07-25,OBČINA ŽIROVNICA,funkcionar,dpm žirovnica,priložnostno,neposredno,slika otrok iz kolonije pinea 2017,5,NA PODLAGI PODATKA DAROVALCA,"OBISK PRI DRŽAVNI SLOVENSKI SAMOUPRAVI V MONOŠTRU, mADŽARSKA","organizacija, v kateri funkcionar opravlja funkcijo"
2018-12-31,OBČINA BENEDIKT,funkcionar,GRADBENIŠTVO BERNJAK,priložnostno,neposredno,BUTELJKA,5,osebna nestrokovna ocena,udeležba na občinski proslavi,država
2018-11-06,MINISTRSTVO ZA FINANCE,funkcionar,"poljska ministrica za fiannce, teresa czerwińska",priložnostno,neposredno,priložnostni bankovec 20 zlotov.,5,laično,10. kongres eurosai,"organizacija, v kateri funkcionar opravlja funkcijo"
2015-12-30,OBČINA BENEDIKT,funkcionar,almaja d. o. o. lenart,priložnostno,neposredno,brisača,4,cena navedena na vstopnici,novoletno darilo zvezi prijateljev mladine slovenije,funkcionar
2016-02-23,DVOJEZIČNA OSNOVNA ŠOLA II LENDAVA II. SZ. LENDVAI KETNYELVU ALTALANOS ISKOLA,državni organ/lokalna skupnost/nosilec javnih pooblastil,mnsol,priložnostno,posredno,MAGYAR KRÓNIKA,3,cena navedena na vstopnici,novoletno darilo zvezi prijateljev mladine slovenije,funkcionar
2016-03-14,DVOJEZIČNA OSNOVNA ŠOLA II LENDAVA II. SZ. LENDVAI KETNYELVU ALTALANOS ISKOLA,državni organ/lokalna skupnost/nosilec javnih pooblastil,MNSOL,priložnostno,posredno,MAGYAR KRÓNIKA,3,cena navedena na vstopnici,novoletno darilo študentu,funkcionar
2019-02-04,DVOJEZIČNA OSNOVNA ŠOLA I LENDAVA I. SZ. LENDVAI KETNYELVU ALTALANOS ISKOLA,državni organ/lokalna skupnost/nosilec javnih pooblastil,SKLAD ZA PODPORO KNJIŽNIC,priložnostno,posredno,KNJIGE,3,nestrokovna ocena,/,država
2014-01-03,RAČUNSKO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK INTOSAI IN VRI KITAJSKE,priložnostno,neposredno,OBESEK IZ PREJE,2,internet,obisk koroške regije,"organizacija, v kateri funkcionar opravlja funkcijo"
2014-03-11,REPUBLIKA SLOVENIJA UPRAVNA ENOTA LJUTOMER,državni organ/lokalna skupnost/nosilec javnih pooblastil,"Milan Belec v imenu Prleškega društva za ohranjanje tehnične kulturne dediščine ""johan-janez puch"" ljutomer",priložnostno,neposredno,"zbornik ob dvajsetletnici društva ""lotmerški puhovci"" 1992-2012",0,OSEBNA NESTROKOVNA OCENA,PRILOŽNOSTNO DARILO ZA UDELEŽENCE XXI. KONGRESA INCOSAI,"organizacija, v kateri funkcionar opravlja funkcijo"
2014-03-13,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"francois hollande, predsednik francoske republike",protokolarno,neposredno,knjiga iz leta 1859,0,OSEBNA NESTROKOVNA OCENA,OBISK MUFTIJA IN IMAMOV VSE SLOVENIJE V KOČEVJU,lokalna skupnost
2014-03-14,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,aleksandra tisa jelinčič,priložnostno,neposredno,slika,0,OSEBNA NESTROKOVNA OCENA,11.MEDNARODNE IGRE PRIJATELJSTVA PNIEWY 2013,lokalna skupnost
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,PRVI NAMESTNIK PREDSEDNIKA DRŽAVNE DUME FEDERALNEGA ZBORA RUSKE FEDERACIJE,protokolarno,neposredno,MEDALJON,0,OSEBNA NESTROKOVNA OCENA,OBISK OBČINE KOČEVJE PRI POBRATENI OBČINI HALLUIN,lokalna skupnost
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNICA SVETA FEDERACIJE FEDERALNEGA ZBORA RUSKE FEDERACIJE,protokolarno,neposredno,SLIKA Z GRBOM IN STAVBO FEDERALNEGA ZBORA RUSKE FEDERACIJE,0,OSEBNA NESTROKOVNA OCENA,OBISK OBČINE KOČEVJE NA RABSKI FIERI 2013,lokalna skupnost
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,NAMIZNA URA,protokolarno,neposredno,NI PODATKA,0,OSEBNA NESTROKOVNA OCENA,SREČANJE PREDSEDNIKOV AVSTRIJE IN SLOVENIJE V KOČEVJU,funkcionar
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK VLADE MAKEDONIJE,protokolarno,neposredno,KIPEC GLAVE MLADEGA DEKLETA,0,OSEBNA NESTROKOVNA OCENA,PREDNOVOLETNO SREČANJE,funkcionar
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,POSLANEC NEMŠKEGA BUNDESTAGA,protokolarno,neposredno,RELIEF STAVBE BUNDESTAGA,0,SPLETNI PORTAL,OBISK AMERIŠKEGA VELEPOSLANIKA V KOČEVJU,funkcionar
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,NAMESTNIK PREDSEDUJOČEGA SVETU MINISTROV IN MZZ BIH,protokolarno,neposredno,MINIATURA SARAJEVA,0,osebna nestrokovna ocena,delovni obisk mzz kozhare v rs,"organizacija, v kateri funkcionar opravlja funkcijo"
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK VSESTRANKARSKE BRITANSKO SLOVENSKE PARLAMENTARNE SKUPINE,protokolarno,neposredno,KOZARCA Z GRBOM,0,osebna nestrokovna ocena,srečanje ob robu bsf 2013 na bledu,"organizacija, v kateri funkcionar opravlja funkcijo"
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,VODJA SPODNJEGA DOMA BRITANSKEGA PARLAMENTA,protokolarno,neposredno,KOZARCA Z GRBOM,0,osebna nestrokovna ocena,"delovni obisk ministra erjavca na poljskem, 17.7.2013","organizacija, v kateri funkcionar opravlja funkcijo"
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,PODPREDSEDNIK ZUNANJE TRGOVINSKE ZBORNICE BIH,protokolarno,neposredno,TRKALO ZA VRATA,0,osebna nestrokovna ocena,srečanje ob robu slovesnosti na ruski kapelici,"organizacija, v kateri funkcionar opravlja funkcijo"
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,PREDSEDUJOČI DOMU NARODOV PS BIH,protokolarno,neposredno,SLIKA TRDNJAVA KASTEL V BANJA LUKI,0,OSEBNA NESTROKOVNA OCENA,"OBISK MINISTRA NIKIFOROVA V RS, 29.7.2013","organizacija, v kateri funkcionar opravlja funkcijo"
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,PREDSEDUJOČI PREDSTAVNIŠKEMU DOMU PS BIH,protokolarno,neposredno,BOSANSKI KRALJEVI SREBRNI KOVANEC,0,OSEBNA NESTROKOVNA OCENA,"OBISK MINISTRA HOXHAJA V RS, 26.6.2013","organizacija, v kateri funkcionar opravlja funkcijo"
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,PREDSEDSTVO BIH,protokolarno,neposredno,ZNAČKA RELIEFA OZEMLJA BIH,0,OSEBNA NESTROKOVNA OCENA,"OBISK MINISTRA ERJAVCA V R SRBIJI, 19.6.2013","organizacija, v kateri funkcionar opravlja funkcijo"
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,MZZ MADŽARSKE,protokolarno,neposredno,URA IZ PORCELANA,0,OSEBNA NESTROKOVNA OCENA,"OBISK MINISTRA ERJAVCA V R SRBIJI, 19.6.2013","organizacija, v kateri funkcionar opravlja funkcijo"
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK VLADE MADŽARSKE,protokolarno,neposredno,VAZA IZ PORCELANA,0,OSEBNA NESTROKOVNA OCENA,"OBISK MINISTRA ERJAVCA V R SRBIJI, 19.6.2013","organizacija, v kateri funkcionar opravlja funkcijo"
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK REPUBLIKE MADŽARSKE,protokolarno,neposredno,SREBRN KOVANEC Z MOTIVOM PRVEGA MADŽARSKEGA KRALJA,0,osebna nestrokovna ocena,"obiski mzz erjavca v r srbiji, 19.6.2013","organizacija, v kateri funkcionar opravlja funkcijo"
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK DRŽAVNEGA ZBORA MADŽARSKE,protokolarno,neposredno,KNJIGA O NASTANKU MADŽARSKEGA PARLAMENTA,0,osebna nestrokovna ocena,srečanje z ministrom,funkcionar
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK SKUPINE PRIJATELJSTVA S SLOVENIJO ISLAMSKE POSVETOVALNE SKUPŠČINE IRAN,protokolarno,neposredno,LESENA URA,0,osebna nestrokovna ocena,"srečanje ob robu zasedanja mešane gospodarske komisije rs-kazahstan, astana","organizacija, v kateri funkcionar opravlja funkcijo"
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,PREDSEDUJOČI PREDSTAVNIŠKEMU DOMU PS BIH,protokolarno,neposredno,SLIKA Z MOTIVOM BIH V SREBRU,0,osebna nestrokovna darila,"zasedanje mešane gospodarske komisije rs-kazahstan, astana, 13.6.2013",funkcionar
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,POSLANEC DRŽAVNE DUME RUSKE FEDERACIJE,protokolarno,neposredno,KERAMIČNI KROŽNIK Z MOTIVOM RUSKE DUME,0,osebna nestrokovna ocena,otvoritev slovenske knjižnice v gradzu,"organizacija, v kateri funkcionar opravlja funkcijo"
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNICA ODBORA ZA GOSPODARSTVO REGIONALNI RAZVOJ TRGOVINO TURIZEM IN ENERGETIKE NARODNE SKUPŠČINE SRBIJE,protokolarno,neposredno,OBTEŽILNIK Z MOTIVOM NARODNE SKUPŠČINE SRBIJE,0,preverjena cena na spletu,"vljudnostno srečanje z veleposlanikom Indije, g. jayakar jerome","organizacija, v kateri funkcionar opravlja funkcijo"
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK ODBORA ZA ZUNANJE ZADEVE NARODNE SKUPŠČINE SRBIJE,protokolarno,neposredno,URA V OBLIKI GLOBUSA,0,osebna nestrokovna ocena,vljudnostno srečanje z veleposlanikom japonske g. toshimitsu ishigure,"organizacija, v kateri funkcionar opravlja funkcijo"
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK REPUBLIKE SRBIJE,protokolarno,neposredno,SLIKA Z MOTIVOM SRBSKE SREDNJEVEŠKE DEDIŠČINE DINASTIJE NEMANIČ,0,preverjena cena na spletu,"delovni obisk deželnega glavarja dr. Petra Kaiserja v RS, 3.6.2013","organizacija, v kateri funkcionar opravlja funkcijo"
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK VLADE REPUBLIKE SRBIJE,protokolarno,neposredno,"SRBSKI PRT, PEPELNIK IN SPOMINSKI MEDALJON",0,osebna nestrokovna ocena,vljudnostno srečanje,"organizacija, v kateri funkcionar opravlja funkcijo"
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK NARODNE SKUPŠČINE SRBIJE,protokolarno,neposredno,GRB REPUBLIKE SRBIJE S SPOMINSKO PLOŠČICO,0,osebna nestrokovna ocena,uradni obisk predsednika rs pahorja na hrvaškem,"organizacija, v kateri funkcionar opravlja funkcijo"
2014-03-28,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK HRVAŠKEGA SABORA,protokolarno,neposredno,SREBRNI MEDALJON,0,osebna nestrokovna ocena,delovni obiski mzz rf lavrova v rs,"organizacija, v kateri funkcionar opravlja funkcijo"
