Datum,Naziv,Prejemnik,Darovalec,Tip darila,Način izročitve,Vrednost,Način določitve vrednosti,Razlog za izročitev,Lastnik darila,Datum_EN,Naziv_EN,Prejemnik_EN,Darovalec_EN,Tip darila_EN,Način izročitve_EN
2017-06-01,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,"roman prymula, namestnik ministra za kmetijstvo češke republike",protokolarno,neposredno,40,NA PODLAGI RAČUNA,NOVOLETNO DARILO,funkcionar,2017-06-01,STATE ASSEMBLY OF THE REPUBLIC OF SLOVENIA,functionary,"Roman Prymula, Deputy Minister of Agriculture of the Czech Republic",protocol,directly
2017-06-05,MESTNA OBČINA LJUBLJANA,funkcionar,DIREKTOR ISKRATELA,priložnostno,neposredno,40,NA PODLAGI RAČUNA,NOVOLETNO DARILO,funkcionar,2017-06-05,MUNICIPALITY OF LJUBLJANA,functionary,DIRECTOR OF ISKRATEL,casually,directly
2017-06-06,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,RAVNATELJ OŠ BISTRICA OB SOTLI BOGOMIR MARČINKOVIĆ,protokolarno,neposredno,40,NA PODLAGI RAČUNA,NOVOLETNO DARILO,funkcionar,2017-06-06,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,PRINCIPAL OF BISTRICA OB SOTLI SCHOOL BOGOMIR MARČINKOVIĆ,protocol,directly
2017-06-30,DRŽAVNI SVET REPUBLIKE SLOVENIJE,funkcionar,"al-herbish, kuvajtski poslanec, predsednik skupine prijateljstva s slovenijo",protokolarno,neposredno,40,NA PODLAGI RAČUNA,NOVOLETNO DARILO,funkcionar,2017-06-30,STATE COUNCIL OF THE REPUBLIC OF SLOVENIA,functionary,"al-herbish, Kuwaiti MP, president of the friendship group with Slovenia",protocol,directly
2017-07-01,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,podžupan občine lendava gospod stanislav gjerkeš,priložnostno,neposredno,40,NA PODLAGI RAČUNA,NOVOLETNO DARILO,funkcionar,2017-07-01,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"Deputy Mayor of Lendava Municipality, Mr. Stanislav Gjerkeš",casually,directly
2017-07-11,OBČINA MEDVODE,funkcionar,OBČINA ŠENČUR,priložnostno,neposredno,40,NA PODLAGI RAČUNA,NOVOLETNO DARILO,funkcionar,2017-07-11,MEDVODE MUNICIPALITY,functionary,MUNICIPALITY OF ŠENČUR,casually,directly
2017-07-14,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,DIREKTOR PODJETJA SUGON GOSPOD LI JUN,protokolarno,neposredno,40,NA PODLAGI RAČUNA,NOVOLETNO DARILO,funkcionar,2017-07-14,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,DIRECTOR OF SUGON COMPANY MR. LI JUN,protocol,directly
2017-07-16,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,župan občine žužemberk gospod franc škufca,protokolarno,neposredno,40,NA PODLAGI RAČUNA,NOVOLETNO DARILO,funkcionar,2017-07-16,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"the mayor of the municipality of Žužemberk, Mr. Franc Škufca",protocol,directly
2017-09-01,OBČINA ŽALEC,funkcionar,"občina žatec, češka",protokolarno,neposredno,40,NA PODLAGI RAČUNA,NOVOLETNO DARILO,funkcionar,2017-09-01,MUNICIPALITY OF ŽALEC,functionary,"municipality of Žatec, Czech Republic",protocol,directly
2017-09-04,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"junji tsuda, predsednik uprave yaskawa electric corporation",priložnostno,neposredno,40,NA PODLAGI RAČUNA,NOVOLETNO DARILO,funkcionar,2017-09-04,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"Junji Tsuda, Chairman of the Board of Yaskawa Electric Corporation",casually,directly
2017-09-04,MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE,funkcionar,"RADMILA ŠEKERINSKA JANKOVSKA, MINISTRICA ZA OBRAMBO REPUBLIKE MAKEDONIJE",protokolarno,neposredno,40,NA PODLAGI RAČUNA,NOVOLETNO DARILO,funkcionar,2017-09-04,MINISTRY OF DEFENSE OF THE REPUBLIC OF SLOVENIA,functionary,"RADMILA ŠEKERINSKA JANKOVSKA, MINISTER OF DEFENSE OF THE REPUBLIC OF MACEDONIA",protocol,directly
2017-09-05,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,državni minister za zunanje zadeve indije akbar,protokolarno,neposredno,40,NA PODLAGI RAČUNA,NOVOLETNO DARILO,funkcionar,2017-09-05,MINISTRY OF FOREIGN AFFAIRS,functionary,minister of state for external affairs of india akbar,protocol,directly
2017-09-06,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"NJ. EKSC. NADŠKOF MSGR. PAUL RICHARD GALLAGHERM, TAJNIK SVETEGA SEDEŽA ZA ODNSOE Z DRŽAVAMI",protokolarno,neposredno,40,NA PODLAGI RAČUNA,NOVOLETNO DARILO,funkcionar,2017-09-06,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"NJ. EKSC. ARCHBISHOP MSGR. PAUL RICHARD GALLAGHERM, SECRETARY OF THE HOLY SEE FOR RELATIONS WITH STATES",protocol,directly
2017-09-07,MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE,funkcionar,Raimonds Bergmanis,protokolarno,neposredno,40,NA PODLAGI RAČUNA,NOVOLETNO DARILO,funkcionar,2017-09-07,MINISTRY OF DEFENSE OF THE REPUBLIC OF SLOVENIA,functionary,Raimonds Bergmanis,protocol,directly
2017-09-13,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,posebni odposlanec kitajksega predsednika meng jianzhu,protokolarno,neposredno,40,NA PODLAGI RAČUNA,NOVOLETNO DARILO,funkcionar,2017-09-13,MINISTRY OF FOREIGN AFFAIRS,functionary,Special Envoy of the Chinese President Meng Jianzhu,protocol,directly
2017-09-22,MESTNA OBČINA NOVO MESTO,funkcionar,PODPREDSEDNIK TOVARNE AVTOVAZ TOGLIATTI EDVARD VAINO,priložnostno,neposredno,40,NA PODLAGI RAČUNA,NOVOLETNO DARILO,funkcionar,2017-09-22,CITY MUNICIPALITY NOVI MESO,functionary,VICE PRESIDENT OF TOGLIATTI CAR FACTORY EDVARD VAINO,casually,directly
2017-10-05,VARUH ČLOVEKOVIH PRAVIC,državni organ/lokalna skupnost/nosilec javnih pooblastil,"Župan občine Kobarid, g. robert kavčič",protokolarno,neposredno,40,OSEBNA NESTROKOVNA OCENA,n,"organizacija, v kateri funkcionar opravlja funkcijo",2017-10-05,OMBUDSMAN,state body/local community/holder of public authority,"The mayor of Kobarid municipality, Mr. robert kavčič",protocol,directly
2017-10-08,MINISTRSTVO ZA JAVNO UPRAVO,funkcionar,OBISK V ARGENTINI - ITU dogodek,priložnostno,neposredno,40,preverjena cena na trgu,novoletno darilo,lokalna skupnost,2017-10-08,MINISTRY OF PUBLIC ADMINISTRATION,functionary,VISIT TO ARGENTINA - ITU event,casually,directly
2017-10-12,OKROŽNO SODIŠČE V MARIBORU,funkcionar,"JONES d.o.o. Staneta rozmana 16, Murska Sobota",priložnostno,posredno,40,osebna nestrokovna ocena,ob novem letu,funkcionar,2017-10-12,DISTRICT COURT IN MARIBOR,functionary,"JONES d.o.o. Staneta rozmana 16, Murska Sobota",casually,Indirectly
2017-10-16,RAČUNSKO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,evropsko računsko sodišče,protokolarno,neposredno,40,PO PODATKIH DAROVALCA,ZADNJA SEJA OS V LETU 2018,funkcionar,2017-10-16,AUDIT COURT OF THE REPUBLIC OF SLOVENIA,functionary,European Court of Auditors,protocol,directly
2017-10-17,URAD VLADE REPUBLIKE SLOVENIJE ZA SLOVENCE V ZAMEJSTVU IN PO SVETU,funkcionar,"GARY BUKOVNIK, SAN FRANCISCO",priložnostno,neposredno,40,PO PODATKIH DAROVALCA,ZADNJA SEJA OS V LETU 2017,funkcionar,2017-10-17,OFFICE OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA FOR SLOVENIANS IN ZAMEJSTV AND AROUND THE WORLD,functionary,"GARY BUKOVNIK, SAN FRANCISCO",casually,directly
2017-10-25,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,OSNOVNA ŠOLA SEČOVLJE,protokolarno,neposredno,40,PO PODATKIH DAROVALCA,ZADNJA SEJA OS V LETU 2018,funkcionar,2017-10-25,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,SECOVLJE PRIMARY SCHOOL,protocol,directly
2017-11-15,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"ELOI LAOUROU, VELEPOSLANIK REPUBLIKE BENIN",protokolarno,neposredno,40,PO PODATKIH DAROVALCA,ZADNJA SEJA OS V LETU 2017,funkcionar,2017-11-15,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"ELOI LAOUROU, AMBASSADOR OF THE REPUBLIC OF BENIN",protocol,directly
2017-12-04,OBČINA ŠTORE,družinski član funkcionarja,CENTER ISI D.O.O.,priložnostno,neposredno,40,PO PODATKIH DAROVALCA,ZADNJA SEJA OS V LETU 2017,funkcionar,2017-12-04,MUNICIPALITY OF ŠTORA,family member of the official,CENTER ISI D.O.O.,casually,directly
2017-12-20,DRŽAVNI SVET REPUBLIKE SLOVENIJE,funkcionar,"wilmer armando depablos, veleposlanik venezuele v rs",priložnostno,neposredno,40,PO PODATKIH DAROVALCA,ZADNJA SEJA OS V LETU 2017,funkcionar,2017-12-20,STATE COUNCIL OF THE REPUBLIC OF SLOVENIA,functionary,"wilmer armando depablos, ambassador of venezuela in rs",casually,directly
2017-12-27,OBČINA ŠTORE,funkcionar,TOMGRAD D.O.O.,priložnostno,neposredno,40,PO PODATKIH DAROVALCA,ZADNJA SEJA OS V LETU 2017,funkcionar,2017-12-27,MUNICIPALITY OF ŠTORA,functionary,TOMGRAD D.O.O.,casually,directly
2017-12-28,MESTNA OBČINA VELENJE,funkcionar,"esotech, d. d., preloška 1, velenje",priložnostno,neposredno,40,PO PODATKIH DAROVALCA,ZADNJA SEJA OS V LETU 2017,funkcionar,2017-12-28,MUNICIPALITY OF VELENJE,functionary,"esotech, d. d., preposition 1, command",casually,directly
2018-01-05,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,misjonsko središče slovenije,priložnostno,neposredno,40,PO PODATKIH DAROVALCA,ZADNJA SEJA OS V LETU 2017,funkcionar,2018-01-05,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,mission center of Slovenia,casually,directly
2018-02-02,GENERALNI SEKRETARIAT VLADE REPUBLIKE SLOVENIJE,funkcionar,GENERALNI SEKRETAR VLADE REPUBLIKE SRBIJE,protokolarno,neposredno,40,PO PODATKIH DAROVALCA,ZADNJA SEJA OBČINSKEGA SVETA,funkcionar,2018-02-02,GENERAL SECRETARIAT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,GENERAL SECRETARY OF THE GOVERNMENT OF THE REPUBLIC OF SERBIA,protocol,directly
2018-02-11,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"gospod miran senčar, župan mestne občine ptuj",priložnostno,neposredno,40,osebna nestrokovna ocena,darilo ob novem letu,funkcionar,2018-02-11,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"Mr. Miran Senčar, Mayor of the Municipality of Ptuj",casually,directly
2018-02-16,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK PARLAMENTA REPUBLIKE KOREJE CHUNG SYE-KYUN,protokolarno,neposredno,40,"delno osebna nestrokovna ocena, delno preverjena cena na trgu",darilo ob novem letu,funkcionar,2018-02-16,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,SPEAKER OF THE PARLIAMENT OF THE REPUBLIC OF KOREA CHUNG SYE-KYUN,protocol,directly
2018-03-13,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,MZZ KOSOVA BEHGJET PACOLLI,protokolarno,neposredno,40,preverjanje cene na trgu,poslovno darilo,funkcionar,2018-03-13,MINISTRY OF FOREIGN AFFAIRS,functionary,MFA KOSOVO BEHGJET PACOLLI,protocol,directly
2018-03-25,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,PODPREDSEDNIK DRŽAVNEGA ZBORA REPUBLIKE BOLGARIJE YAVOR NOTEV,protokolarno,neposredno,40,OSEBNA NESTROKOVNA OCENA,OBISK OB ZAKLJUČKU LETA,funkcionar,2018-03-25,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,VICE PRESIDENT OF THE STATE ASSEMBLY OF THE REPUBLIC OF BULGARIA YAVOR NOTEV,protocol,directly
2018-04-03,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,predsednik vlade republike makedonije gospod zoran zaev,protokolarno,posredno,40,osebna nestrokovna ocena,ob novem letu,funkcionar,2018-04-03,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"Prime Minister of the Republic of Macedonia, Mr. Zoran Zaev",protocol,Indirectly
2018-04-06,MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE,funkcionar,"jameson normanom mattis, sekretar za obrambo zda",protokolarno,neposredno,40,osebna nestrokovna ocena,ob novem letu,funkcionar,2018-04-06,MINISTRY OF DEFENSE OF THE REPUBLIC OF SLOVENIA,functionary,"Jameson Norman Mattis, US Secretary of Defense",protocol,directly
2018-04-17,VRHOVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,predsednik vrhovnega sodišča madžarske,protokolarno,neposredno,40,osebna nestrokovna ocena,ob novem letu,funkcionar,2018-04-17,SUPREME COURT OF THE REPUBLIC OF SLOVENIA,functionary,President of the Supreme Court of Hungary,protocol,directly
2018-05-23,MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE,funkcionar,generalpodpolkovnik tkačuk pavlo petrovych,protokolarno,neposredno,40,preverjena cena na internetu,darilo ob novem letu,funkcionar,2018-05-23,MINISTRY OF DEFENSE OF THE REPUBLIC OF SLOVENIA,functionary,Lieutenant General Tkačuk Pavlo Petrovych,protocol,directly
2018-07-01,DRŽAVNI SVET REPUBLIKE SLOVENIJE,družinski član funkcionarja,"pietro grasso, predsednik senata italijanske republike",protokolarno,neposredno,40,TRŽNA VREDNOST,NOVOLETNI PRAZNIKI,funkcionar,2018-07-01,STATE COUNCIL OF THE REPUBLIC OF SLOVENIA,family member of the official,"Pietro Grasso, President of the Senate of the Italian Republic",protocol,directly
2018-07-07,MESTNA OBČINA MURSKA SOBOTA,funkcionar,"Marek kawa, župan občine opole, poljska",protokolarno,neposredno,40,spletna stran,priložnostno - novo leto,"organizacija, v kateri funkcionar opravlja funkcijo",2018-07-07,MUNICIPALITY OF MURSK SABOTA,functionary,"Marek kawa, mayor of the municipality of Opole, Poland",protocol,directly
2018-07-30,OBČINA KOČEVJE,funkcionar,Mesto Rab,protokolarno,posredno,40,OSEBNA NESTROKOVNA OCENA,SPREJEM PRI PREDSEDNIKU RS,država,2018-07-30,KOČEVJE MUNICIPALITY,functionary,City of Rab,protocol,Indirectly
2018-09-12,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK REPUBLIKE LATVIJE RAIMONDS VEJONIS,protokolarno,neposredno,40,OSEBNA NESTROKOVNA OCENA,OBISK NA DNEVU ODPRTIH VRAT,država,2018-09-12,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,PRESIDENT OF THE REPUBLIC OF LATVIA RAIMONDS VEJONIS,protocol,directly
2018-09-17,MINISTRSTVO ZA INFRASTRUKTURO,funkcionar,ŽUPAN OBČINE GROSUPLJE,priložnostno,neposredno,40,osebna nestrokovna ocena,novoletno obdarovanje,lokalna skupnost,2018-09-17,MINISTRY OF INFRASTRUCTURE,functionary,MAYOR OF GROSUPLJE MUNICIPALITY,casually,directly
2018-09-29,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"GENERAL LOH, POVELJNIK NACIONALNE GARDE KOLORADA",protokolarno,neposredno,40,TRŽNA VREDNOST,NOVOLETNI PRAZNIKI,funkcionar,2018-09-29,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"GENERAL LOH, COMMANDER OF THE COLORADO NATIONAL GUARD",protocol,directly
2018-10-02,VRHOVNO DRŽAVNO TOŽILSTVO REPUBLIKE SLOVENIJE,funkcionar,generalni državni tožilec madžarske,protokolarno,neposredno,40,internet,novo leto,funkcionar,2018-10-02,SUPREME STATE PROSECUTOR'S OFFICE OF THE REPUBLIC OF SLOVENIA,functionary,Prosecutor General of Hungary,protocol,directly
2018-10-22,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,lovska zveza slovenije,priložnostno,neposredno,40,osebna nestrokovna ocena,priložnostno darilo,funkcionar,2018-10-22,STATE ASSEMBLY OF THE REPUBLIC OF SLOVENIA,functionary,Hunting Association of Slovenia,casually,directly
2018-10-22,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,funkcionar,lovska zveza slovenije,priložnostno,neposredno,40,osebna nestrokovna ocena,priložnostno darilo,lokalna skupnost,2018-10-22,STATE ASSEMBLY OF THE REPUBLIC OF SLOVENIA,functionary,Hunting Association of Slovenia,casually,directly
2018-10-23,Socialno varstveni zavod Hrastovec,državni organ/lokalna skupnost/nosilec javnih pooblastil,dom starejših rakičan,priložnostno,neposredno,40,osebna nestrokovna ocena,priložnostno darilo,lokalna skupnost,2018-10-23,Social welfare institution Hrastovec,state body/local community/holder of public authority,the home of elderly people from Raki,casually,directly
2018-10-23,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"ANDREJA RADUHA, DIREKTORICA SOCIALNO VARSTVENEGA CENTRA HRASTOVEC",protokolarno,neposredno,40,osebna nestrokovna ocena,priložnostno darilo,funkcionar,2018-10-23,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"ANDREJA RADUHA, DIRECTOR OF THE SOCIAL WELFARE CENTER HRASTOVEC",protocol,directly
2018-10-27,DRŽAVNI SVET REPUBLIKE SLOVENIJE,funkcionar,poslanec parlamenta republike azerbajdžan aghalar valijev,protokolarno,neposredno,40,osebna nestrokovna ocena,priložnostno darilo,lokalna skupnost,2018-10-27,STATE COUNCIL OF THE REPUBLIC OF SLOVENIA,functionary,Member of the Parliament of the Republic of Azerbaijan Aghalar Valiyev,protocol,directly
2018-11-07,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,ŽUPAN MO CELJE,protokolarno,neposredno,40,osebna nestrokovna ocena,priložnostna darila,funkcionar,2018-11-07,CONSTITUTIONAL COURT OF THE REPUBLIC OF SLOVENIA,functionary,THE MAYOR OF MO CELJE,protocol,directly
2018-12-03,OBČINA MEDVODE,funkcionar,OBČINA VELIKE LAŠČE,protokolarno,neposredno,40,"osebna, nestrokovna ocena",novoletna obdaritev,funkcionar,2018-12-03,MEDVODE MUNICIPALITY,functionary,THE MUNICIPALITY OF GREAT LASČE,protocol,directly
2018-12-04,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,ŽUPAN MESTA NAFPLIO DEMETRIOS KOSTOUROS,protokolarno,neposredno,40,cenik,slovesna priložnost,"organizacija, v kateri funkcionar opravlja funkcijo",2018-12-04,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,THE MAYOR OF THE CITY OF NAFPLIO DEMETRIOS KOSTOUROS,protocol,directly
2018-12-12,OBČINA TRZIN,funkcionar,"arboretum volčji potok, volčji potok 3, 1235 radomlje",priložnostno,neposredno,40,nestrokovna ocena,sprejem kolednikov pri pV RS,država,2018-12-12,TRZIN MUNICIPALITY,functionary,"arboretum volcji potok, volcji potok 3, 1235 radomlje",casually,directly
2018-12-14,OBČINA ŠTORE,državni organ/lokalna skupnost/nosilec javnih pooblastil,VO-KA,priložnostno,neposredno,40,OSEBNA NESTROKOVNA OCENA,OBISK PREDSTAVNIKOV OBČINE KOČEVJE,lokalna skupnost,2018-12-14,MUNICIPALITY OF ŠTORA,state body/local community/holder of public authority,VO-KA,casually,directly
2018-12-18,OBČINA RADOVLJICA,funkcionar,"ERIKA ŠLIBAR MULEJ, ODVETNIŠKA PISARNA ŠLIBAR MULEJ",priložnostno,neposredno,40,OSEBNA NESTROKOVNA OCENA,SLAVNOSTNO KOSILO ZA PREDSEDNIKE SOSEDNJIH DRŽAV OB ZAČETKU NOVEGA MANDATA PREDSEDNIKA RS,država,2018-12-18,RADOVLJICA MUNICIPALITY,functionary,"ERIKA ŠLIBAR MULEJ, LAW OFFICE ŠLIBAR MULEJ",casually,directly
2018-12-19,OBČINA ŠTORE,državni organ/lokalna skupnost/nosilec javnih pooblastil,CENTER ISI D.O.O.,priložnostno,neposredno,40,osebna nestrokovna ocena,študijski obisk sodnikov in funkcionarjev republike litve,"organizacija, v kateri funkcionar opravlja funkcijo",2018-12-19,MUNICIPALITY OF ŠTORA,state body/local community/holder of public authority,CENTER ISI D.O.O.,casually,directly
2018-12-21,MINISTRSTVO ZA OBRAMBO REPUBLIKE SLOVENIJE,funkcionar,"generalmajor lorenzo d ADDARIO, POVELJNIK kfor",protokolarno,neposredno,40,osebna nestrokovna ocena,študijski obisk sodnikov in funkcionarjev reopublike litve,"organizacija, v kateri funkcionar opravlja funkcijo",2018-12-21,MINISTRY OF DEFENSE OF THE REPUBLIC OF SLOVENIA,functionary,"major general lorenzo d ADDARIO, COMMANDER kfor",protocol,directly
2018-12-28,MESTNA OBČINA VELENJE,funkcionar,"aps, d.d., koroška 64, velenje",priložnostno,neposredno,40,osebna nestrokovna ocena,obisk delegacije litve na vs rs,"organizacija, v kateri funkcionar opravlja funkcijo",2018-12-28,MUNICIPALITY OF VELENJE,functionary,"aps, d.d., Koroška 64, Velenje",casually,directly
2018-12-28,OBČINA ROGAŠKA SLATINA,državni organ/lokalna skupnost/nosilec javnih pooblastil,oleg sokovnikov,protokolarno,neposredno,40,"cena na trgu (Amazon.com 380,00$)",/,"organizacija, v kateri funkcionar opravlja funkcijo",2018-12-28,ROGAŠKA SLATIN MUNICIPALITY,state body/local community/holder of public authority,oleg juicers,protocol,directly
2019-01-08,MINISTRSTVO ZA FINANCE,funkcionar,guste santin,priložnostno,posredno,40,OSEBNA NESTROKOVNA OCENA,"SPREJEM V MESTNI HIŠI, MESTNI TRG 1, LJUBLJANA","organizacija, v kateri funkcionar opravlja funkcijo",2019-01-08,MINISTRY OF FINANCE,functionary,thick sandin,casually,Indirectly
2019-01-11,BANKA SLOVENIJE,funkcionar,KD Group,priložnostno,neposredno,40,preverjena cena na trgu,novoletno darilo,lokalna skupnost,2019-01-11,BANK OF SLOVENIA,functionary,KD Group,casually,directly
2019-01-13,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Massimiliano FEDRIGA, predsednik deželnega odbora Avtonomne dežele Furlanije Julijske krajine",protokolarno,neposredno,40,Vrednosti z laično oceno ni mogoče oceniti,Zahvala za soORganizacijo dogodka,lokalna skupnost,2019-01-13,MINISTRY OF FOREIGN AFFAIRS,functionary,"Massimiliano FEDRIGA, President of the Regional Committee of the Autonomous Region of Friuli-Venezia Giulia",protocol,directly
2019-01-14,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"g. gašper lubej, novinar aljazeera balkans",priložnostno,neposredno,40,osebna nestrokovna ocena,"uradni obisk nj. eksc. mag. predraga boškovića, ministra za obrambo črne gore v republiki sloveniji","organizacija, v kateri funkcionar opravlja funkcijo",2019-01-14,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"Mr. gašper lubej, journalist aljazeera balkans",casually,directly
